CODE LIST NAME,CODE VALUE,CODE NAME,COMMON,HOTEL,DYNAMIC PACKAGING,VEHICLE,INSURANCE,AIR,CRUISE,RAIL,DEFINITION,DATE
Additional Detail Type,,ADT,,,,,,,,,,2003-06-01,
,2,No implementation,*,,,,,,,,Indicates that the target business system has no implementation for the intended request.,2003-06-01,
,3,Biz rule,*,,,,,,,,"Indicates that the XML message has passed a low-level validation check, but that the business rules for the request message were not met.",2003-06-01,
,4,Authentication,*,,,,,,,,Indicates the message lacks adequate security credentials,2003-06-01,
,5,Authentication timeout,*,,,,,,,,Indicates that the security credentials in the message have expired,2003-06-01,
,6,Authorization,*,,,,,,,,Indicates the message lacks adequate security credentials,2003-06-01,
,7,Protocol violation,*,,,,,,,,Indicates that a request was sent within a message exchange that does not align to the message,2003-06-01,
,8,Transaction model,*,,,,,,,,Indicates that the target business system does not support the intended transaction-oriented operation,2003-06-01,
,9,Authentical model,*,,,,,,,,Indicates the type of authentication requested is not recognized,2003-06-01,
,10,Required field missing,*,,,,,,,,Indicates that an element or attribute that is required in by the schema (or required by agreement between trading partners) is missing from the message,2003-06-01,
,11,Advisory,*,,,,,,,,,2009-04-01,
,12,Processing exception,,,,,,*,,,Indicates that during processing of the request that a not further defined exception occurred.,2010-01-08,
,13,Application error,,,,,,*,,,"Indicates that an involved backend application returned an error or warning, which is passed back in the response message.",2010-01-08,
Event Charge,,EVT,,,,,,,,,,2003-12-01,
,1,Set-up,,*,,,,,,,,2003-12-01,
,2,Room rental,,*,,,,,,,,2003-12-01,
,3,Break-out,,*,,,,,,,,2003-12-01,
,4,Breakfast,,*,,,,,,,,2003-12-01,
,5,Lunch,,*,,,,,,,,2003-12-01,
,6,Dinner,,*,,,,,,,,2003-12-01,
,7,Miscellaneous,,*,,,,,,,,2003-12-01,
,8,Incidentals,,*,,,,,,,,2003-12-01,
,9,Reception,,*,,,,,,,,2003-12-01,
,10,Banquet,,*,,,,,,,,2003-12-01,
,11,Food and beverage,,*,,,,,,,,2003-12-01,
,12,Gratuity,,*,,,,,,,,2003-12-01,
,13,Service charge,,*,,,,,,,,2003-12-01,
,14,Audio visual,,*,,,,,,,,2003-12-01,
,15,Bar,,*,,,,,,,,2003-12-01,
,16,Exhibit rental,,*,,,,,,,,2003-12-01,
,17,Hors d'oeuvres,,*,,,,,,,,2003-12-01,
,18,Total,,*,,,,,,,,2003-12-01,
,19,Morning break,,*,,,,,,,,2005-07-29,
,20,Afternoon break,,*,,,,,,,,2005-07-29,
,21,Reception,,*,,,,,,,,2005-07-29,
,22,Plated breakfast,,*,,,,,,,,2005-07-29,
,23,Continental breakfast,,*,,,,,,,,2005-07-29,
,24,Hot plated lunch,,*,,,,,,,,2005-07-29,
,25,Cold plated lunch,,*,,,,,,,,2005-07-29,
,26,Buffet lunch,,*,,,,,,,,2005-07-29,
,27,Plated dinner,,*,,,,,,,,2005-07-29,
,28,Buffet dinner,,*,,,,,,,,2005-07-29,
,29,Break,,*,,,,,,,,2005-07-29,
,30,General session,,*,,,,,,,,2005-07-29,
,31,Coat Check,,*,,,,,,,,2006-09-22,
,32,Dressing/Green Room,,*,,,,,,,,2006-09-22,
,33,Exhibit,,*,,,,,,,,2006-09-22,
,34,Meeting,,*,,,,,,,,2006-09-22,
,35,Office,,*,,,,,,,,2006-09-22,
,36,Photo Room,,*,,,,,,,,2006-09-22,
,37,Poster Session,,*,,,,,,,,2006-09-22,
,38,Registration,,*,,,,,,,,2006-09-22,
,39,Speaker Room,,*,,,,,,,,2006-09-22,
,40,Storage,,*,,,,,,,,2006-09-22,
,41,Workshop,,*,,,,,,,,2006-09-22,
,42,Boxed Meal,,*,,,,,,,,2006-09-22,
Event Type,,ETT,,*,,,,,,,,2005-11-11,
,1,Board meeting,,*,,,,,,,,2005-11-11,
,2,Committee meeting,,*,,,,,,,,2005-11-11,
,3,Customer meeting,,*,,,,,,,,2005-11-11,
,4,Customer event,,*,,,,,,,,2005-11-11,
,5,Educational meeting,,*,,,,,,,,2005-11-11,
,6,General business meeting,,*,,,,,,,,2005-11-11,
,7,Incentive travel,,*,,,,,,,,2005-11-11,
,8,Local employee gathering,,*,,,,,,,,2005-11-11,
,9,Product launch,,*,,,,,,,,2005-11-11,
,10,Public/consumer show,,*,,,,,,,,2005-11-11,
,11,Sales meeting,,*,,,,,,,,2005-11-11,
,12,Shareholders meeting,,*,,,,,,,,2005-11-11,
,13,Special event,,*,,,,,,,,2005-11-11,
,14,Team-building event,,*,,,,,,,,2005-11-11,
,15,Training meeting,,*,,,,,,,,2005-11-11,
,16,Trade show,,*,,,,,,,,2005-11-11,
,17,Video conference,,*,,,,,,,,2005-11-11,
,18,Corporate Event,,*,,,,,,,,2006-09-22,
,19,Fundraiser,,*,,,,,,,,2006-09-22,
Exhibit Type,,EXH,,,,,,,,,,2005-11-11,
,1,Custom fabricated,,*,,,,,,,,2005-11-11,
,2,Modular,,*,,,,,,,,2005-11-11,
,3,Portable,,*,,,,,,,,2005-11-11,
Fare Qualifier,,FAQ,,,,,,,,,,2004-11-11,
,1,Excursion,,,,,,*,,,,2004-11-11,
,2,Government,,,,,,*,,,,2004-11-11,
,3,Military,,,,,,*,,,,2004-11-11,
,4,Missionary - one way,,,,,,*,,,,2004-11-11,
,5,Tour basing,,,,,,*,,,,2004-11-11,
,6,Normal,,,,,,*,,,,2004-11-11,
,7,Coach lowest available,,,,,,*,,,Lowest economy fares,2005-05-18,
,8,Coach unrestricted,,,,,,*,,,Economy fares without restrictions,2005-05-18,
,9,First lowest available,,,,,,*,,,Lowest first class fares,2005-05-18,
,10,First unrestricted,,,,,,*,,,First class fares without restrictions,2005-05-18,
,11,Full fare,,,,,,*,,,Top-tier fare eligible for space available upgrade based on incentive programs,2005-05-18,
,12,Adult/child lowest excursion,,,,,,*,,,,2006-03-06,
,13,Adult excursion,,,,,,*,,,,2006-03-06,
,14,Adult lowest excursion,,,,,,*,,,,2006-03-06,
,15,Adult normal,,,,,,*,,,,2006-03-06,
,16,Adult lowest normal,,,,,,*,,,,2006-03-06,
,17,Adult normal/excursion,,,,,,*,,,,2006-03-06,
,18,Adult lowest normal/excursion,,,,,,*,,,,2006-03-06,
,19,Child lowest normal/excursion,,,,,,*,,,,2006-03-06,
,20,Child normal/excursion,,,,,,*,,,corrected spelling of normal,2008-02-11,
,21,Circle trip/published,,,,,,*,,,,2006-03-06,
,22,Family plan,,,,,,*,,,,2006-03-06,
,23,Government adult/child,,,,,,*,,,,2006-03-06,
,24,Government fares shown,,,,,,*,,,,2006-03-06,
,25,Government fares shown roundtrip,,,,,,*,,,,2006-03-06,
,26,Group,,,,,,*,,,,2006-03-06,
,27,Military leisure adult/child,,,,,,*,,,,2006-03-06,
,28,Military leisure fares roundtrip,,,,,,*,,,,2006-03-06,
,29,Military leisure fares one-way,,,,,,*,,,,2006-03-06,
,30,Missionary fares adult/child,,,,,,*,,,,2006-03-06,
,31,Missionary fares roundtrip,,,,,,*,,,,2006-03-06,
,32,Promotional adult/child,,,,,,*,,,,2006-03-06,
,33,Promotional government/military/VUSA/senior/youth/companion             ,,,,,,*,,,Corrected spelling of senior.,2011-11-22,
,34,Round the world/published,,,,,,*,,,,2006-03-06,
,35,Securate air,,,,,,*,,,,2006-03-06,
,36,Senior citizen,,,,,,*,,,,2006-03-06,
,37,Net,,,,,,*,,,,2006-03-06,
Fare Qualifier Code,,FQC,,,,,,,,,,2005-11-11,
,1,Past passenger,,,,,,,*,,,2005-11-11,
,2,Inclusive price,,,,,,,*,,,2005-11-11,
,3,No fare rule supported,,,,,,,*,,,2005-11-11,
Fare Restriction,,FAR,,,,,,,,,,2003-06-01,
,1,None,*,,,,,,,,,2003-06-01,
,2,Advance purchase,*,,,,,,,,,2003-06-01,
,3,Saturday stopover,*,,,,,,,,,2003-06-01,
,4,Change penalties,*,,,,,,,,,2003-06-01,
,5,Standby,*,,,,,,,,,2003-06-01,
,6,Leave,,,,,,*,,,,2006-03-10,
,7,Return,,,,,,*,,,,2006-03-10,
,8,Seasonal,,,,,,*,,,,2006-03-10,
,9,Blackout,,,,,,*,,,,2006-03-10,
,10,Day of week,,,,,,*,,,,2006-03-10,
,11,Effective date,,,,,,*,,,,2006-03-10,
,12,No sales restrictions,,,,,,*,,,,2008-03-05,
,13,Instant purchase,,,,,,*,,,,2008-03-05,
Fee Tax Type,,FTT,,,,,,,,,,2003-06-01,
,1,Bed tax,,*,,,,,,,,2003-06-01,
,2,City hotel fee,,*,,,,,,,,2003-06-01,
,3,City tax,,*,,,,,,,,2003-06-01,
,4,County tax,,*,,,,,,,,2003-06-01,
,5,Energy tax,,*,,,,,,,,2003-06-01,
,6,Federal tax,,*,,,,,,,,2003-06-01,
,7,Food & beverage tax,,*,,,,,,,,2003-06-01,
,8,Lodging tax,,*,,,,,,,,2003-06-01,
,9,Maintenance fee,,*,,,,,,,,2003-06-01,
,10,Occupancy tax,,*,,,,,,,,2003-06-01,
,11,Package fee,,*,,,,,,,,2003-06-01,
,12,Resort fee,,*,,,,,,,,2003-06-01,
,13,Sales tax,,*,,,,,,,,2003-06-01,
,14,Service charge,,*,,,,,,,,2003-06-01,
,15,State tax,,*,,,,,,,,2003-06-01,
,16,Surcharge,,*,,,,,,,,2003-06-01,
,17,Total tax,,*,,,,,,,,2003-06-01,
,18,Tourism tax,,*,,,,,,,,2003-06-01,
,19,VAT/GST tax,,*,,,,,,,,2003-06-01,
,20,Surplus Lines Tax,,,,,*,,,,Tax added to premium for surplus line insurance products by some states,2003-06-01,
,21,Insurance Premium Tax,,,,,*,,,,Tax added to premium based on a countries insurance tax rules,2003-06-01,
,22,Application Fee,,,,,*,,,,Non-refundable processing fee added to the cost of the plan,2003-06-01,
,23,Express Handling Fee,,,,,*,,,,Fee added to premium for expedited policy issuance,2003-06-01,
,24,Exempt,,,*,,,,,,,2003-06-01,
,25,Standard,,,*,,,,,,,2003-06-01,
,26,Zero-rated,,,*,,,,,,,2003-06-01,
,27,Miscellaneous,,*,,,,,,,,2003-06-01,
,28,Room Tax,,*,,,,,,,,2003-06-01,
,29,Early checkout fee,,*,,,,,,,,2004-10-04,
,30,Country tax,,*,,,,,,,,2005-06-01,
,31,Extra person charge,,*,,,,,,,,2005-07-29,
,32,Banquet service fee,,*,,,,,,,,2005-08-12,
,33,Room service fee,,*,,,,,,,,2005-08-12,
,34,Local fee,,*,,,,,,,,2005-08-31,
,35,Goods and services tax (GST),,*,,,,,,,,2006-02-07,
,36,Value Added Tax (VAT),,*,,,,,,,,2006-02-07,
,37,Crib fee,,*,,,,,,,,2006-11-17,
,38,Rollaway fee,,*,,,,,,,,2006-11-17,
,39,Assessment/license tax,,*,,,,,,,,2006-11-17,
,40,Pet sanitation fee,,*,,,,,,,Corrected spelling of sanitation,2010-11-22,
,41,Not known,,*,,,,,,,,2007-08-06,
Flight Delay Code,,FDC,,,,,,,,,,2005-11-22,
,1,Awaiting customers,,,,,,*,,,,2005-11-22,
,2,Airport conditions preventing departure,,,,,,*,,,,2005-11-22,
,3,Air Traffic Control,,,,,,*,,,,2005-11-22,
,4,Loading cargo,,,,,,*,,,,2005-11-22,
,5,Catering,,,,,,*,,,,2005-11-22,
,6,Awaiting arrival of crew,,,,,,*,,,,2005-11-22,
,7,Awaiting connecting customers,,,,,,*,,,,2005-11-22,
,8,Deicing,,,,,,*,,,,2005-11-22,
,9,Fueling,,,,,,*,,,,2005-11-22,
,10,Landed and awaiting gate,,,,,,*,,,,2005-11-22,
,11,Returned to the gate,,,,,,*,,,,2005-11-22,
,12,Awaiting inbound aircraft,,,,,,*,,,,2005-11-22,
,13,Maintenance,,,,,,*,,,,2005-11-22,
,14,Security checks,,,,,,*,,,,2005-11-22,
,15,Aircraft change,,,,,,*,,,,2005-11-22,
,16,Weather in arrival city,,,,,,*,,,,2005-11-22,
,17,Weather in departure city,,,,,,*,,,,2005-11-22,
,18,Enroute weather,,,,,,*,,,,2005-11-22,
,19,Mandatory crew rest,,,,,,*,,,,2005-11-22,
,20,Taxi time,,,,,,*,,,,2005-11-22,
,21,Please contact airline for information,,,,,,*,,,,2005-11-22,
Flight Service Code,,FSC,,,,,,,,,,2006-11-20,
,1,Movie,,,,,,,*,,,2006-11-20,
,2,Video,,,,,,,*,,,2006-11-20,
,3,Audio,,,,,,,*,,,2006-11-20,
,4,Portable video,,,,,,,*,,,2006-11-20,
,5,Internet,,,,,,,*,,,2006-11-20,
,6,Satellite TV,,,,,,,*,,,2006-11-20,
,7,Telephone,,,,,,,*,,,2006-11-20,
,8,Cell phone usage,,,,,,,*,,,2006-11-20,
Format Type,,FMT,,,,,,,,,,2004-10-04,
,1,Microsoft excel,,*,,,,,,,,2004-10-04,
,2,Fixed length,,*,,,,,,,,2004-10-04,
,3,Delimited,,*,,,,,,,,2004-10-04,
,4,XML,,*,,,,,,,,2004-10-04,
,5,EDI,,*,,,,,,,,2004-10-04,
,6,Hardcopy,,*,,,,,,,,2004-10-04,
Guest Room Info,,GRI,,,,,,,,,All these codes imply total number in hotel,2003-06-01,
,1,Physically challenged rooms,,*,,,,,,,,2003-06-01,
,2,Nonsmoking rooms,,*,,,,,,,,2003-06-01,
,3,Suites,,*,,,,,,,,2003-06-01,
,4,Bungalows and villas,,*,,,,,,,,2003-06-01,
,5,Floors,,*,,,,,,,,2003-06-01,
,6,Executive floor,,*,,,,,,,,2003-06-01,
,7,Rooms that work,,*,,,,,,,,2003-06-01,
,8,Available rooms,,*,,,,,,,,2003-06-01,
,9,Available suites,,*,,,,,,,,2003-06-01,
,10,Double bedrooms,,*,,,,,,,,2003-06-01,
,11,King bedrooms,,*,,,,,,,,2003-06-01,
,12,Total rooms,,*,,,,,,,,2003-06-01,
,13,Apartments,,*,,,,,,,,2003-06-01,
,14,Queen bedrooms,,*,,,,,,,,2003-06-01,
,15,Penthouses,,*,,,,,,,,2003-06-01,
,16,Studios,,*,,,,,,,,2003-06-01,
,17,First floor rooms,,*,,,,,,,,2003-06-01,
,18,Smoking rooms,,*,,,,,,,,2003-06-01,
,19,Twin bedrooms,,*,,,,,,,,2003-06-01,
,20,Drive up rooms,,*,,,,,,,,2003-06-01,
,21,Rooms with internet access,,*,,,,,,,,2003-06-01,
,22,Freestanding units,,*,,,,,,,,2003-06-01,
,23,Air conditioned guest rooms,,*,,,,,,,,2003-06-01,
,24,Concierge levels,,*,,,,,,,,2003-06-01,
,25,Condos,,*,,,,,,,,2003-06-01,
,26,Club levels,,*,,,,,,,,2003-06-01,
,27,Total available rooms and suites,,*,,,,,,,,2003-06-01,
,28,Total rooms and suites,,*,,,,,,,,2003-06-01,
,29,Employees on property,,*,,,,,,,,2003-06-01,
,30,Employees working for property,,*,,,,,,,,2003-06-01,
,31,Separate floors for women,,*,,,,,,,,2003-06-01,
,32,Buildings,,*,,,,,,,,2005-01-04,
,33,Accommodations with balcony,,*,,,,,,,,2005-03-24,
,34,Adjoining rooms or suites,,*,,,,,,,,2005-03-24,
,35,Connecting rooms or suites,,*,,,,,,,,2005-03-24,
,36,Family/oversized accommodations,,*,,,,,,,,2005-03-24,
,37,Single-bedded accommodations,,*,,,,,,,,2005-03-24,
,38,Cabin,,*,,,,,,,,2005-10-18,
,39,Cottage,,*,,,,,,,,2005-10-18,
,40,Loft,,*,,,,,,,,2005-10-18,
,41,Parlour,,*,,,,,,,,2005-10-18,
,42,Room,,*,,,,,,,,2005-10-18,
,43,Lanai,,*,,,,,,,,2005-10-18,
,44,Bungalow,,*,,,,,,,,2005-11-11,
,45,Villa,,*,,,,,,,,2005-11-11,
,46,Efficiency,,*,,,,,,,,2005-11-11,
,47,All rooms non-smoking,,*,,,,,,,,2006-07-17,
,48,Double double bedrooms,,*,,,,,,,Two double beds,2006-07-17,
,49,King king bedrooms,,*,,,,,,,Two king beds,2006-07-17,
,50,Queen queen bedrooms,,*,,,,,,,Two queen beds,2006-07-17,
,51,Twin twin bedrooms,,*,,,,,,,Two twin beds,2006-07-17,
,52,Apartment for 1,,,,,,,,,,2008-04-14,
,53,Apartment for 2,,,,,,,,,,2008-04-14,
,54,Apartment for 3,,,,,,,,,,2008-04-14,
,55,Apartment for 4,,,,,,,,,,2008-04-14,
,56,Apartment for 6,,,,,,,,,,2008-04-14,
,57,1 room cabin,,,,,,,,,,2008-04-14,
,58,1 bedroom cabin,,,,,,,,,,2008-04-14,
,59,2 bedroom cabin,,,,,,,,,,2008-04-14,
,60,Junior suite,,,,,,,,,,2008-04-14,
,61,Jacuzzi suite,,,,,,,,,,2008-04-14,
,62,Run of the house,,,,,,,,,,2008-04-14,
,63,Large suite,,,,,,,,,,2008-04-14,
,64,1 bedroom suite,,,,,,,,,,2008-04-14,
,65,2 bedroom suite,,,,,,,,,,2008-04-14,
,66,3 bedroom suite,,,,,,,,,,2008-04-14,
,67,Villa for 1,,,,,,,,,,2008-04-14,
,68,Villa for 2,,,,,,,,,,2008-04-14,
,69,Villa for 3,,,,,,,,,,2008-04-14,
,70,Villa for 6,,,,,,,,,,2008-04-14,
,71,Villa for 8,,,,,,,,,,2008-04-14,
,72,Single with pullout,,,,,,,,,,2008-04-14,
Hotel Amenity Code,,HAC,,,,,,,,,,2003-06-01,
,1,24-hour front desk,,*,,,,,,,,2003-06-01,
,2,24-hour room service,,*,,,,,,,,2003-06-01,
,3,24-hour security,,*,,,,,,,,2003-06-01,
,4,Adjoining rooms,,*,,,,,,,,2003-06-01,
,5,Air conditioning,,*,,,,,,,,2003-06-01,
,6,Airline desk,,*,,,,,,,,2003-06-01,
,7,ATM/Cash machine,,*,,,,,,,,2003-06-01,
,8,Baby sitting,,*,,,,,,,,2003-06-01,
,9,BBQ/Picnic area,,*,,,,,,,,2003-06-01,
,10,Bilingual staff,,*,,,,,,,,2003-06-01,
,11,Bookstore,,*,,,,,,,,2003-06-01,
,12,Boutiques/stores,,*,,,,,,,,2003-06-01,
,13,Brailed elevators,,*,,,,,,,,2003-06-01,
,14,Business library,,*,,,,,,,,2003-06-01,
,15,Car rental desk,,*,,,,,,,,2003-06-01,
,16,Casino,,*,,,,,,,,2003-06-01,
,17,Check cashing policy,,*,,,,,,,,2003-06-01,
,18,Check-in kiosk,,*,,,,,,,,2003-06-01,
,19,Cocktail lounge,,*,,,,,,,,2003-06-01,
,20,Coffee shop,,*,,,,,,,,2003-06-01,
,21,Coin operated laundry,,*,,,,,,,,2003-06-01,
,22,Concierge desk,,*,,,,,,,,2003-06-01,
,23,Concierge floor,,*,,,,,,,,2003-06-01,
,24,Conference facilities,,*,,,,,,,,2003-06-01,
,25,Courtyard,,*,,,,,,,,2003-06-01,
,26,Currency exchange,,*,,,,,,,,2003-06-01,
,27,Desk with electrical outlet,,*,,,,,,,,2003-06-01,
,28,Doctor on call,,*,,,,,,,,2003-06-01,
,29,Door man,,*,,,,,,,,2003-06-01,
,30,Driving range,,*,,,,,,,,2003-06-01,
,31,Drugstore/pharmacy,,*,,,,,,,,2003-06-01,
,32,Duty free shop,,*,,,,,,,,2003-06-01,
,33,Elevators,,*,,,,,,,,2003-06-01,
,34,Executive floor,,*,,,,,,,,2003-06-01,
,35,Exercise gym,,*,,,,,,,,2003-06-01,
,36,Express check-in,,*,,,,,,,,2003-06-01,
,37,Express check-out,,*,,,,,,,,2003-06-01,
,38,Family plan,,*,,,,,,,,2003-06-01,
,39,Florist,,*,,,,,,,,2003-06-01,
,40,Folios,,*,,,,,,,,2003-06-01,
,41,Free airport shuttle,,*,,,,,,,,2003-06-01,
,42,Free parking,,*,,,,,,,,2003-06-01,
,43,Free transportation,,*,,,,,,,,2003-06-01,
,44,Game room,,*,,,,,,,,2003-06-01,
,45,Gift/News stand,,*,,,,,,,,2003-06-01,
,46,Hairdresser/barber,,*,,,,,,,,2003-06-01,
,47,Accessible facilities,,*,,,,,,,,2003-06-01,
,48,Health club,,*,,,,,,,,2003-06-01,
,49,Heated pool,,*,,,,,,,,2003-06-01,
,50,Housekeeping - daily,,*,,,,,,,,2003-06-01,
,51,Housekeeping - weekly,,*,,,,,,,,2003-06-01,
,52,Ice machine,,*,,,,,,,,2003-06-01,
,53,Indoor parking,,*,,,,,,,,2003-06-01,
,54,Indoor pool,,*,,,,,,,,2003-06-01,
,55,Jacuzzi,,*,,,,,,,,2003-06-01,
,56,Jogging track,,*,,,,,,,,2003-06-01,
,57,Kennels,,*,,,,,,,,2003-06-01,
,58,Laundry/Valet service,,*,,,,,,,,2003-06-01,
,59,Liquor store,,*,,,,,,,,2003-06-01,
,60,Live entertainment,,*,,,,,,,,2003-06-01,
,61,Massage services,,*,,,,,,,,2003-06-01,
,62,Nightclub,,*,,,,,,,,2003-06-01,
,63,Off-Site parking,,*,,,,,,,,2003-06-01,
,64,On-Site parking,,*,,,,,,,,2003-06-01,
,65,Outdoor parking,,*,,,,,,,,2003-06-01,
,66,Outdoor pool,,*,,,,,,,,2003-06-01,
,67,Package/Parcel services,,*,,,,,,,,2003-06-01,
,68,Parking,,*,,,,,,,,2003-06-01,
,69,Photocopy center,,*,,,,,,,,2003-06-01,
,70,Playground,,*,,,,,,,,2003-06-01,
,71,Pool,,*,,,,,,,,2003-06-01,
,72,Poolside snack bar,,*,,,,,,,,2003-06-01,
,73,Public address system,,*,,,,,,,,2003-06-01,
,74,Ramp access,,*,,,,,,,,2003-06-01,
,75,Recreational vehicle parking,,*,,,,,,,,2003-06-01,
,76,Restaurant,,*,,,,,,,,2003-06-01,
,77,Room service,,*,,,,,,,,2003-06-01,
,78,Safe deposit box,,*,,,,,,,,2003-06-01,
,79,Sauna,,*,,,,,,,,2003-06-01,
,80,Security,,*,,,,,,,,2003-06-01,
,81,Shoe shine stand,,*,,,,,,,,2003-06-01,
,82,Shopping mall,,*,,,,,,,,2003-06-01,
,83,Solarium,,*,,,,,,,,2003-06-01,
,84,Spa,,*,,,,,,,,2003-06-01,
,85,Sports bar,,*,,,,,,,,2003-06-01,
,86,Steam bath,,*,,,,,,,,2003-06-01,
,87,Storage space,,*,,,,,,,,2003-06-01,
,88,Sundry/Convenience store,,*,,,,,,,,2003-06-01,
,89,Technical concierge,,*,,,,,,,,2003-06-01,
,90,Theatre desk,,*,,,,,,,,2003-06-01,
,91,Tour/sightseeing desk,,*,,,,,,,,2003-06-01,
,92,Translation services,,*,,,,,,,,2003-06-01,
,93,Travel agency,,*,,,,,,,,2003-06-01,
,94,Truck parking,,*,,,,,,,,2003-06-01,
,95,Valet cleaning,,*,,,,,,,,2003-06-01,
,96,Dry cleaning,,*,,,,,,,,2005-11-07,
,97,Valet parking ,,*,,,,,,,,2003-06-01,
,98,Vending machines,,*,,,,,,,,2003-06-01,
,99,Video tapes,,*,,,,,,,,2003-06-01,
,100,Wakeup service,,*,,,,,,,,2003-06-01,
,101,Wheel chair access,,*,,,,,,,,2003-06-01,
,102,Whirlpool,,*,,,,,,,,2003-06-01,
,103,Multilingual staff,,*,,,,,,,,2003-06-01,
,104,Wedding services,,*,,,,,,,,2003-06-01,
,105,Banquet facilities,,*,,,,,,,,2003-06-01,
,106,Bell staff/porter,,*,,,,,,,,2003-06-01,
,107,Beauty shop/salon,,*,,,,,,,,2003-06-01,
,108,Complimentary self service laundry,,*,,,,,,,,2003-06-01,
,109,Direct dial telephone,,*,,,,,,,,2003-06-01,
,110,Female traveler room/floor,,*,,,,,,,,2003-06-01,
,111,Pharmacy,,*,,,,,,,,2003-06-01,
,112,Stables,,*,,,,,,,,2003-06-01,
,113,120 AC,,*,,,,,,,,2003-06-01,
,114,120 DC,,*,,,,,,,,2003-06-01,
,115,220 AC,,*,,,,,,,,2003-06-01,
,116,Accessible parking,,*,,,,,,,,2003-06-01,
,117,220 DC,,*,,,,,,,,2003-06-01,
,118,Barbeque grills,,*,,,,,,,,2003-06-01,
,119,Women's clothing,,*,,,,,,,,2003-06-01,
,120,Men's clothing,,*,,,,,,,,2003-06-01,
,121,Children's clothing,,*,,,,,,,,2003-06-01,
,122,Shops and commercial services,,*, ,,,,,,,2003-06-01,
,123,Video games,,*,,,,,,,,2003-06-01,
,124,Sports bar open for lunch,,*,,,,,,,,2003-06-01,
,125,Sports bar open for dinner,,*,,,,,,,,2003-06-01,
,126,Room service - full menu,,*,,,,,,,,2003-06-01,
,127,Room service - limited menu,,*,,,,,,,,2003-06-01,
,128,Room service - limited hours,,*,,,,,,,,2003-06-01,
,129,Valet same day dry cleaning,,*,,,,,,,,2003-06-01,
,130,Body scrub,,*,,,,,,,,2003-06-01,
,131,Body wrap,,*,,,,,,,,2003-06-01,
,132,Public area air conditioned,,*,,,,,,,,2003-06-01,
,133,Efolio available to company,,*,,,,,,,,2003-06-01,
,134,Individual Efolio available,,*,,,,,,,,2003-06-01,
,135,Video review billing,,*,,,,,,,,2003-06-01,
,136,Butler service,,*,,,,,,,,2003-06-01,
,137,Complimentary in-room coffee or tea,,*,,,,,,,,2003-06-01,
,138,Complimentary buffet breakfast,,*,,,,,,,,2003-06-01,
,139,Complimentary cocktails,,*,,,,,,,,2003-06-01,
,140,Complimentary coffee in lobby,,*,,,,,,,,2003-06-01,
,141,Complimentary continental breakfast,,*,,,,,,,,2003-06-01,
,142,Complimentary full american breakfast,,*,,,,,,,,2003-06-01,
,143,Dinner delivery service from local restaurant,,*,,,,,,,,2003-06-01,
,144,Complimentary newspaper delivered to room,,*,,,,,,,,2006-07-17,
,145,Complimentary newspaper in lobby,,*,,,,,,,,2006-07-17,
,146,Complimentary shoeshine,,*,,,,,,,,2006-07-17,
,147,Evening reception,,*,,,,,,,,2003-06-01,
,148,Front desk,,*,,,,,,,,2003-06-01,
,149,Grocery shopping service available,,*,,,,,,,,2003-06-01,
,150,Halal food available,,*,,,,,,,,2003-06-01,
,151,Kosher food available,,*,,,,,,,,2003-06-01,
,152,Limousine service,,*,,,,,,,,2003-06-01,
,153,Managers reception,,*,,,,,,,,2003-06-01,
,154,Medical Facilities Service,,*,,,,,,,,2003-06-01,
,155,Telephone jack adaptor available,,*,,,,,,,,2003-06-01,
,156,All-inclusive meal plan ,,*,,,,,,,,2003-06-01,
,157,Buffet breakfast,,*,,,,,,,,2003-06-01,
,158,Communal bar area,,*,,,,,,,,2003-06-01,
,159,Continental breakfast,,*,,,,,,,,2003-06-01,
,160,Full meal plan,,*,,,,,,,,2003-06-01,
,161,Full american breakfast,,*,,,,,,,,2003-06-01,
,162,Meal plan available,,*,,,,,,,,2003-06-01,
,163,Modified american meal plan,,*,,,,,,,,2003-06-01,
,164,Food and beverage outlets,,*,,,,,,,,2003-06-01,
,165,Lounges/bars,,*,,,,,,,,2003-06-01,
,166,Barber shop,,*,,,,,,,,2003-12-01,
,167,Video checkout,,*,,,,,,,,2003-12-01,
,168,Onsite laundry,,*,,,,,,,,2003-12-01,
,169,24-hour food & beverage kiosk,,*,,,,,,,,2003-12-01,
,170,Concierge lounge,,*,,,,,,,,2004-05-14,
,171,Parking fee managed by hotel,,*,,,,,,,,2004-05-14,
,172,Transportation,,*,,,,,,,,2004-10-04,
,173,Breakfast served in restaurant,,*,,,,,,,,2004-10-04,
,174,Lunch served in restaurant,,*,,,,,,,,2004-10-04,
,175,Dinner served in restaurant,,*,,,,,,,,2004-10-04,
,176,Full service housekeeping,,*,,,,,,,,2004-10-04,
,177,Limited service housekeeping,,*,,,,,,,,2004-10-04,
,178,High speed internet access for laptop in public areas,,*,,,,,,,,2004-10-04,
,179,Wireless internet connection in public areas,,*,,,,,,,,2004-10-04,
,180,Additional services/amenities/facilities on property,,*,,,,,,,,2004-10-04,
,181,Transportation services - local area,,*,,,,,,,,2004-10-04,
,182,Transportation services - local office,,*,,,,,,,,2004-10-04,
,183,DVD/video rental,,*,,,,,,,,2005-06-01,
,184,Parking lot,,*,,,,,,,,2004-10-18,
,185,Parking deck,,*,,,,,,,,2004-10-18,
